tempo,average_pitch,average_onset_strength,spectral_centroid,spectral_rolloff,zero_crossing_rate,album,track
[129.19921875],1372.6066,1.370176,3297.1466465639232,7356.709499359131,0.0572845458984375,BRAT,Von dutch_preview_30s.wav
[166.70866935],1938.8495,1.0996364,3052.120532763859,5865.156669616699,0.09729080200195313,British Steel,Breaking the Law_preview_30s.wav
[135.99917763],1672.5707,1.1887164,3539.610160579296,7301.581134796143,0.0954732894897461,British Steel,Grinder - Live_preview_30s.wav
[143.5546875],1696.0497,1.1504014,2959.40033298528,5768.946990966797,0.0845682144165039,British Steel,Grinder_preview_30s.wav
[135.99917763],1774.831,1.0978947,3165.010935605219,6266.389217376709,0.08875522613525391,British Steel,Living After Midnight_preview_30s.wav
[101.33272059],1848.5475,1.0990394,3083.2108422462084,5916.264381408691,0.08784713745117187,British Steel,Metal Gods_preview_30s.wav
[135.99917763],1786.9464,1.2326345,3043.8308883559753,5896.03494644165,0.08763713836669922,British Steel,Rapid Fire_preview_30s.wav
[50.17445388],1565.1561,1.003513,2184.7029902183094,4490.362586975098,0.059818077087402347,British Steel,"Red, White & Blue_preview_30s.wav"
[105.46875],1827.404,1.1157213,2480.3455446415983,4686.752128601074,0.07555141448974609,British Steel,Steeler_preview_30s.wav
[156.60511364],1690.8059,1.0892105,2779.064073288654,5496.1061668396,0.0753591537475586,British Steel,The Rage_preview_30s.wav
[86.1328125],1692.9115,1.1021111,2734.8689442354575,5400.401172637939,0.07620429992675781,British Steel,United_preview_30s.wav
[135.99917763],1896.717,1.0557963,3191.3953796316173,6094.056301116943,0.09573898315429688,British Steel,You Don't Have to Be Old to Be Wise_preview_30s.wav
[178.20581897],1234.3225,1.1081091,3051.5978015480787,6812.003574371338,0.0646047592163086,By the Way (Deluxe Edition),Bicycle Song - 2006 Remaster_preview_30s.wav
[126.04801829],1604.8363,1.1675513,2876.1376107940787,5843.337478637695,0.07200889587402344,By the Way (Deluxe Edition),By the Way_preview_30s.wav
[112.34714674],1627.2848,1.2961609,3237.046007221672,6970.827770233154,0.07895011901855468,By the Way (Deluxe Edition),Cabron_preview_30s.wav
[92.28515625],1725.212,1.2057421,3447.475704259968,6988.407611846924,0.09054374694824219,By the Way (Deluxe Edition),Can't Stop_preview_30s.wav
[123.046875],1723.84,0.9627201,3529.268264058599,7126.867790222168,0.08938388824462891,By the Way (Deluxe Edition),Don't Forget Me_preview_30s.wav
[103.359375],1474.5333,0.9947319,2619.8046036131045,5465.286769866943,0.060498809814453124,By the Way (Deluxe Edition),Dosed_preview_30s.wav
[84.72079918],1548.0283,1.1304872,3134.369402621113,6784.498271942139,0.07812843322753907,By the Way (Deluxe Edition),I Could Die for You_preview_30s.wav
[93.96306818],1578.9725,1.0356816,2944.271593594204,6212.0599365234375,0.07417774200439453,By the Way (Deluxe Edition),Midnight_preview_30s.wav
[123.046875],1674.317,1.0274084,3181.5327127786477,6601.541748046875,0.08249092102050781,By the Way (Deluxe Edition),Minor Thing_preview_30s.wav
[86.1328125],1812.1254,1.0952699,3285.1435004874525,6688.725986480713,0.09695262908935547,By the Way (Deluxe Edition),On Mercury_preview_30s.wav
[135.99917763],1897.5557,0.9817146,2968.828128366603,5984.245376586914,0.0881439208984375,By the Way (Deluxe Edition),Runaway - 2006 Remaster_preview_30s.wav
[132.51201923],1454.5787,0.9658853,2768.115448953544,5991.546478271484,0.07090187072753906,By the Way (Deluxe Edition),Tear_preview_30s.wav
[117.45383523],1574.7142,1.0696484,3610.1608719719056,8153.219318389893,0.08496227264404296,By the Way (Deluxe Edition),The Zephyr Song_preview_30s.wav
[114.84375],1665.7897,1.1777998,3033.8342042022887,6301.254501342773,0.07216854095458984,By the Way (Deluxe Edition),This Is the Place_preview_30s.wav
[123.046875],1685.7694,1.1812956,3001.104677725036,6169.489803314209,0.07311725616455078,By the Way (Deluxe Edition),Throw Away Your Television_preview_30s.wav
[117.45383523],1535.6373,1.08582,2543.094537372468,5065.5009841918945,0.06976566314697266,By the Way (Deluxe Edition),Universally Speaking_preview_30s.wav
[132.51201923],1633.3246,1.023026,2892.101004663666,5996.088638305664,0.07363376617431641,By the Way (Deluxe Edition),Venice Queen_preview_30s.wav
[112.34714674],1681.1582,1.0084318,3142.53103002039,6576.290702819824,0.08308086395263672,By the Way (Deluxe Edition),Warm Tape_preview_30s.wav
[93.96306818],1673.1587,1.0729724,3334.047723826462,6978.927955627441,0.08258419036865235,Californication (Deluxe Edition),Around the World_preview_30s.wav
[97.50884434],1530.1439,1.0073683,2660.374144902807,5645.189952850342,0.05898342132568359,Californication (Deluxe Edition),Californication_preview_30s.wav
[63.80208333],1902.924,1.1091653,3209.68175457475,6433.599586486816,0.09535026550292969,Californication (Deluxe Edition),Easily_preview_30s.wav
[117.45383523],1685.6178,1.05635,2503.286563666158,4957.389163970947,0.0629150390625,Californication (Deluxe Edition),Emit Remmus_preview_30s.wav
[99.38401442],1711.1873,1.2297035,2641.931865683849,5036.313400268555,0.06714420318603516,Californication (Deluxe Edition),Fat Dance - 2006 Remaster_preview_30s.wav
[114.84375],1793.898,1.3409835,2710.7218877649993,5249.2145347595215,0.07400550842285156,Californication (Deluxe Edition),Get on Top_preview_30s.wav
[139.67483108],1949.5563,1.3555756,3823.733091812029,7566.52364730835,0.10353412628173828,Californication (Deluxe Edition),I Like Dirt_preview_30s.wav
[126.04801829],1758.2968,1.0374963,3068.9656579156704,6168.017807006836,0.08103485107421875,Californication (Deluxe Edition),Otherside_preview_30s.wav
[99.38401442],1843.8622,1.138608,3135.59945256258,6407.625160217285,0.07534141540527343,Californication (Deluxe Edition),Over Funk - 2006 Remaster_preview_30s.wav
[126.04801829],1853.3961,1.1709012,2635.9753797106546,5169.735145568848,0.06936702728271485,Californication (Deluxe Edition),Parallel Universe_preview_30s.wav
[139.67483108],732.853,1.0009139,1592.8463660904808,3431.0215187072754,0.024379920959472657,Californication (Deluxe Edition),Porcelain_preview_30s.wav
[101.33272059],1817.5842,1.1373074,3013.7661944303036,5870.868015289307,0.08146247863769532,Californication (Deluxe Edition),Purple Stain_preview_30s.wav
[109.95678191],1998.2964,1.1366997,3386.981346300723,6426.3994216918945,0.10360488891601563,Californication (Deluxe Edition),Quixoticelixer - 2006 Remaster_preview_30s.wav
[126.04801829],1801.9899,1.266175,3283.005175529888,6852.176456451416,0.08232669830322266,Californication (Deluxe Edition),Right on Time_preview_30s.wav
[135.99917763],1166.0066,1.0795403,1805.3263055934426,3710.027904510498,0.040363121032714847,Californication (Deluxe Edition),Road Trippin'_preview_30s.wav
[83.35433468],1750.0789,1.025642,2862.396699637493,5733.602256774902,0.07786617279052735,Californication (Deluxe Edition),Savior_preview_30s.wav
[178.20581897],1448.0042,1.0637614,2757.4894348549074,5931.749782562256,0.060888671875,Californication (Deluxe Edition),Scar Tissue_preview_30s.wav
[120.18531977],1853.9141,1.1511389,3516.8459971284274,6557.81925201416,0.1095388412475586,Californication (Deluxe Edition),This Velvet Glove_preview_30s.wav
[93.96306818],1291.1364,1.1994011,2615.1330422874657,5729.413375854492,0.05913257598876953,Camila,All These Years_preview_30s.wav
[109.95678191],1151.0393,1.1432327,2272.1461512042865,4427.2686195373535,0.06037330627441406,Camila,Consequences_preview_30s.wav
[105.46875],1088.2687,1.278045,2219.5165981903638,4962.116374969482,0.04021453857421875,Camila,Havana (feat. Young Thug)_preview_30s.wav
[166.70866935],1113.4113,1.23294,2009.5845832539846,4191.91743850708,0.03682689666748047,Camila,In the Dark_preview_30s.wav
[126.04801829],1468.6364,1.3884499,2642.818088063525,5328.761215209961,0.06041221618652344,Camila,Inside Out_preview_30s.wav
[71.77734375],1150.5647,1.3916317,3339.900902709333,7497.533283233643,0.07622566223144531,Camila,Into It_preview_30s.wav
[129.19921875],1319.4641,1.2193878,2443.6023638756187,5074.400253295898,0.057839584350585935,Camila,Never Be the Same - Radio Edit_preview_30s.wav
[132.51201923],1290.1531,1.2297688,2409.7939500079674,5006.049156188965,0.056901168823242185,Camila,Never Be the Same_preview_30s.wav
[92.28515625],1172.9448,1.2619781,2266.7848679564945,4937.361602783203,0.04887886047363281,Camila,Real Friends_preview_30s.wav
[126.04801829],1562.9445,1.4582789,3588.0426154401393,7749.951210021973,0.07930774688720703,Camila,She Loves Control_preview_30s.wav
[156.60511364],1135.3878,1.1821159,2263.457037562952,4810.803565979004,0.04581775665283203,Camila,Something's Gotta Give_preview_30s.wav
[126.04801829],1284.7493,1.1159651,2546.9001672944846,5350.689754486084,0.06190223693847656,Can't Hold Back,Bring On the Rain_preview_30s.wav
[117.45383523],1275.6409,1.0517557,3416.7040815381492,7411.61075592041,0.08572673797607422,Can't Hold Back,Calm Before the Storm_preview_30s.wav
[112.34714674],1575.1976,1.0543531,3439.612917296539,7124.891109466553,0.09572868347167969,Can't Hold Back,Endless Nights_preview_30s.wav
[92.28515625],1523.869,1.0533261,3101.8006634023864,6548.196601867676,0.07758769989013672,Can't Hold Back,I Can't Hold Back_preview_30s.wav
[112.34714674],1523.3457,1.1303322,3173.7273730776483,6610.794296264648,0.08737411499023437,Can't Hold Back,I Wanna Go Back_preview_30s.wav
[93.96306818],1715.9554,1.102572,3543.5978774272344,7321.440467834473,0.10105133056640625,Can't Hold Back,One Chance_preview_30s.wav
[112.34714674],1759.8214,1.0968654,3186.1189360832013,6467.102222442627,0.0888742446899414,Can't Hold Back,One Love_preview_30s.wav
[143.5546875],1724.5392,1.2677395,3204.1542067219416,6470.0041580200195,0.09374942779541015,Can't Hold Back,Stranger In a Strange Land_preview_30s.wav
[135.99917763],1385.1235,1.1175025,2904.4457777532134,6170.995445251465,0.07180442810058593,Can't Hold Back,Take Me Home Tonight_preview_30s.wav
[117.45383523],1811.3188,1.1024411,3056.3386313220335,5833.874645233154,0.09301261901855469,Can't Hold Back,We Should Be Sleeping_preview_30s.wav
[129.19921875],1483.0055,1.1498013,2990.330986609124,6321.971797943115,0.0689382553100586,Carry the Weight  From the First Note,Carry the Weight_preview_30s.wav
[172.265625],1535.4933,1.1276907,2856.4547914805507,5922.160778045654,0.06720485687255859,Carry the Weight  From the First Note,From the First Note_preview_30s.wav
[84.72079918],1144.9514,1.0446569,1850.403359868468,3686.8628883361816,0.04580612182617187,"Cesar Costa Canta, Vol. 1",Cenicienta_preview_30s.wav
[90.66611842],1303.5591,1.0646455,2228.7129915880673,4626.5937423706055,0.05660247802734375,"Cesar Costa Canta, Vol. 1",Cerca de Ti_preview_30s.wav
[147.65625],1222.6914,1.0544133,1693.2226812524837,3322.463893890381,0.045056915283203124,"Cesar Costa Canta, Vol. 1",Diana_preview_30s.wav
[105.46875],1162.6912,0.9788356,1509.3738794524581,2714.1340827941895,0.042467689514160155,"Cesar Costa Canta, Vol. 1",Las Hojas Muertas_preview_30s.wav
[156.60511364],1133.5575,0.90761995,1506.842584198906,2637.447280883789,0.03963489532470703,"Cesar Costa Canta, Vol. 1",Laura_preview_30s.wav
[120.18531977],1440.3174,1.1598346,1839.9417762268502,3348.7327194213867,0.05340595245361328,"Cesar Costa Canta, Vol. 1",Mi Pueblo_preview_30s.wav
[78.30255682],1247.2744,1.134468,2050.5390079750878,4202.869091033936,0.047941970825195315,"Cesar Costa Canta, Vol. 1",Poesía en Movimiento_preview_30s.wav
[109.95678191],1201.9435,1.125377,2136.8272953064106,4239.0802001953125,0.05446834564208984,"Cesar Costa Canta, Vol. 1",Tan Solo Es una Chica_preview_30s.wav
[135.99917763],1047.9333,0.8551958,1279.0166501393328,2161.3868522644043,0.03688182830810547,"Cesar Costa Canta, Vol. 1",Tiernamente_preview_30s.wav
[72.78829225],1401.0537,1.1689304,2303.888486522717,4640.842666625977,0.06080780029296875,"Cesar Costa Canta, Vol. 1",Té para Dos_preview_30s.wav
[95.703125],1267.3093,1.2312418,3770.632318928271,8444.153079986572,0.09057846069335937,Closer,Closer_preview_30s.wav
[143.5546875],1696.8171,1.1419075,3473.0870194802055,7405.209674835205,0.08325424194335937,CODE MISTAKE,CODE MISTAKE_preview_30s.wav
[151.99908088],1535.5093,1.1407839,3083.526032712345,6479.206237792969,0.07036418914794922,Cold Like War,Cold Like War_preview_30s.wav
[109.95678191],1618.8547,1.214155,3480.09273771508,7373.170623779297,0.08881130218505859,Cold Like War,Encoder_preview_30s.wav
[129.19921875],1661.8728,1.1527935,2974.667876455313,6017.966709136963,0.07681522369384766,Cold Like War,Foreign Fire_preview_30s.wav
[139.67483108],1735.0865,1.1964775,3128.221817070754,6351.058444976807,0.0787841796875,Cold Like War,If There's Nothing to See_preview_30s.wav
[139.67483108],1566.8726,1.1248641,3043.498251612008,6331.577625274658,0.07391490936279296,Cold Like War,Learning to Survive_preview_30s.wav
[139.67483108],1725.9656,1.1020315,2940.1645972362717,5966.589832305908,0.07374134063720703,Cold Like War,Lost in the Moment_preview_30s.wav
[99.38401442],1270.9354,1.2444956,2180.6193952187737,4572.996253967285,0.04646320343017578,Cold Like War,Promise Me_preview_30s.wav
[120.18531977],1538.98,1.1290776,3009.8880928932545,6207.366371154785,0.06959247589111328,Cold Like War,Two Hands_preview_30s.wav
[191.40625],1570.381,1.1185341,2836.7193063437135,5877.344799041748,0.07168655395507813,Cold Like War,Vultures with Clipped Wings_preview_30s.wav
[84.72079918],1640.452,1.1226056,2921.2707979369748,5935.610618591309,0.07064876556396485,Cold Like War,Wasted Age_preview_30s.wav
[147.65625],2048.6511,1.165781,3512.6422706411454,6902.443027496338,0.09418048858642578,Cowboys from Hell,Cemetery Gates_preview_30s.wav
[92.28515625],2230.8904,1.222702,3645.272206641217,6768.541831970215,0.11207790374755859,Cowboys from Hell,Clash with Reality_preview_30s.wav
[117.45383523],2101.1792,1.2063378,3950.3803614731733,7384.660606384277,0.11980056762695312,Cowboys from Hell,Cowboys from Hell_preview_30s.wav
[143.5546875],2250.3782,1.2943138,3959.410820598998,7241.279754638672,0.1288820266723633,Cowboys from Hell,Domination_preview_30s.wav
[172.265625],2172.9016,1.3099658,3677.0557837373185,6988.693599700928,0.10041942596435546,Cowboys from Hell,Heresy_preview_30s.wav
[105.46875],2281.4814,1.2373625,3356.784080003678,5993.422222137451,0.10822925567626954,Cowboys from Hell,Medicine Man_preview_30s.wav
[178.20581897],2110.617,1.1444858,3433.406681228486,6397.5146484375,0.10686283111572266,Cowboys from Hell,Message in Blood_preview_30s.wav
[132.51201923],2041.0905,1.369614,3123.1683257572467,6239.178314208984,0.08082313537597656,Cowboys from Hell,Primal Concrete Sledge_preview_30s.wav
[107.66601562],2135.0632,1.219374,3495.006411294383,6355.457611083984,0.10888710021972656,Cowboys from Hell,Psycho Holiday_preview_30s.wav
[166.70866935],2056.0615,1.2929547,3456.072187279632,6452.979469299316,0.09303264617919922,Cowboys from Hell,Shattered_preview_30s.wav
[120.18531977],2427.2725,1.1806587,3819.4352043817025,6968.438930511475,0.1129791259765625,Cowboys from Hell,The Art of Shredding_preview_30s.wav
[86.1328125],2208.3608,1.1823568,3400.9521885382974,5815.428428649902,0.1224020004272461,Cowboys from Hell,The Sleep_preview_30s.wav
[120.18531977],1550.8848,1.2299154,3314.964829454032,6871.337642669678,0.07924251556396485,Curse,Curse_preview_30s.wav
[109.95678191],1716.6136,1.1734784,3268.252192318224,6709.762916564941,0.0809478759765625,Curse,Seeing Red_preview_30s.wav
[109.95678191],1315.0133,1.2903076,3467.7326653385344,7723.295459747314,0.082403564453125,Dance The Night (From Barbie The Album),Dance The Night - From Barbie The Album_preview_30s.wav
[109.95678191],1510.7053,1.2406645,3146.980074833642,6653.953227996826,0.06968936920166016,Darkbloom,Black Hole_preview_30s.wav
[147.65625],1467.8441,1.2765105,3107.1682393738156,6602.609996795654,0.07160701751708984,Darkbloom,Daggers_preview_30s.wav
[109.95678191],1454.1346,1.2130028,3156.6322122477495,6779.9140548706055,0.0696401596069336,Darkbloom,Darkbloom_preview_30s.wav
[105.46875],1529.3678,1.187575,3018.2699315292894,6276.81095123291,0.06983089447021484,Darkbloom,Doublespeak_preview_30s.wav
[114.84375],1451.1698,1.177388,3021.416955632958,6413.075752258301,0.07214183807373047,Darkbloom,Golden_preview_30s.wav
[132.51201923],1489.3293,1.2067965,3197.641911103327,6913.226451873779,0.07230415344238281,Darkbloom,Holding The Embers_preview_30s.wav
[105.46875],1533.4324,1.147239,2982.891116657993,6200.536308288574,0.06947574615478516,Darkbloom,One More Day_preview_30s.wav
[95.703125],1600.3729,1.2248037,3159.8939397398144,6601.667919158936,0.07459354400634766,Darkbloom,Plagued_preview_30s.wav
[86.1328125],1230.1841,1.1377027,2897.5026906634384,6061.706027984619,0.073541259765625,Darkbloom,Promise You_preview_30s.wav
[79.50721154],1576.4506,1.1471807,3307.25232590937,6978.305511474609,0.081024169921875,Darkbloom,The Anchor_preview_30s.wav
[79.50721154],1487.2498,1.0977606,2431.725151984855,4843.069725036621,0.05344676971435547,Darker Still,Darker Still_preview_30s.wav
[135.99917763],1286.188,1.2099764,2651.9867865059955,5557.080459594727,0.054755783081054686,Darker Still,From the Heart of the Darkness_preview_30s.wav
[105.46875],1547.2617,1.2130349,2890.96527188089,5910.426864624023,0.06783905029296874,Darker Still,Glitch_preview_30s.wav
[112.34714674],1525.5288,1.1865731,2806.936784752366,5796.864452362061,0.06305046081542968,Darker Still,Ground Zero_preview_30s.wav
[143.5546875],1615.7172,1.1864474,2516.446392929621,5094.663333892822,0.061685943603515626,Darker Still,If a God Can Bleed_preview_30s.wav
[120.18531977],1577.6619,1.1792963,2751.393123227327,5546.305446624756,0.06180591583251953,Darker Still,Imperial Heretic_preview_30s.wav
[83.35433468],1527.8,1.10953,2572.158913732584,5141.422348022461,0.06059207916259766,Darker Still,Land of the Lost_preview_30s.wav
[143.5546875],1570.9983,1.1187451,2695.992475592565,5468.71862411499,0.062041282653808594,Darker Still,Like Napalm_preview_30s.wav
[126.04801829],1423.0,1.1679325,2324.122853849772,4772.758769989014,0.05106773376464844,Darker Still,Soul Bleach_preview_30s.wav
[206.71875],1254.3748,1.1560471,1959.683661222752,3727.27970123291,0.048708534240722655,Darker Still,Stranger_preview_30s.wav
[105.46875],1445.1932,0.99146,2131.5622479434796,4312.116451263428,0.05101776123046875,Darker Still,The Greatest Fear_preview_30s.wav
[99.38401442],1314.1553,1.1886667,3313.939038383175,7457.116470336914,0.0726654052734375,DECIDE,Change_preview_30s.wav
[99.38401442],662.2643,1.1771567,1900.654868864797,4374.47021484375,0.02916431427001953,DECIDE,Climax_preview_30s.wav
[161.49902344],997.0698,1.0634367,2322.303329052268,5251.418323516846,0.046942520141601565,DECIDE,End of Beginning_preview_30s.wav
[117.45383523],1197.6132,1.2070217,2846.9303301066234,6478.062286376953,0.062143707275390626,DECIDE,Figure You Out_preview_30s.wav
[84.72079918],1304.008,1.2588403,2569.438838213397,5629.460620880127,0.05401668548583984,DECIDE,Fool_preview_30s.wav
[139.67483108],1219.6096,1.3666633,1958.7258952122356,4267.107009887695,0.039400482177734376,DECIDE,Gloom_preview_30s.wav
[87.59269068],1254.7892,1.3454478,3142.50533595549,6999.594783782959,0.06870899200439454,DECIDE,Go For It_preview_30s.wav
[109.95678191],1039.6635,1.0412416,1770.8411580537074,3751.967182159424,0.031781768798828124,DECIDE,Half Life_preview_30s.wav
[105.46875],1064.0535,1.2245762,2191.9170535052335,4800.238838195801,0.040717124938964844,DECIDE,I Want Your Video_preview_30s.wav
[123.046875],1565.9093,1.6221194,2700.0996837800694,5275.099583675987,0.07089251244974415,DECIDE,Is That All It Takes_preview_30s.wav
[151.99908088],893.6193,1.2245488,2832.5793423074733,6424.6162033081055,0.053505897521972656,DECIDE,On and On_preview_30s.wav
[107.66601562],1574.8141,1.3015652,2835.2460676506107,6004.828090667725,0.06888542175292969,DECIDE,Runner_preview_30s.wav
[99.38401442],1140.493,1.1436324,2199.9829897927975,4800.8696937561035,0.04606971740722656,DECIDE,Slither_preview_30s.wav
[112.34714674],1728.1686,1.0344684,2937.743296272415,5992.387619018555,0.0755655288696289,Dirt (2022 Remaster),Angry Chair (2022 Remaster)_preview_30s.wav
[129.19921875],1935.7825,1.0835866,3032.652701636172,5874.535388946533,0.09219589233398437,Dirt (2022 Remaster),Dam That River (2022 Remaster)_preview_30s.wav
[126.04801829],1813.3445,1.0388709,2919.0671630923716,5764.127254486084,0.08192501068115235,Dirt (2022 Remaster),Dirt (2022 Remaster)_preview_30s.wav
[198.76802885],1714.092,1.0521085,2775.499123937997,5616.473407745361,0.07559223175048828,Dirt (2022 Remaster),Down In A Hole (2022 Remaster)_preview_30s.wav
[126.04801829],1678.7228,1.0952708,2869.188075677209,5954.023189544678,0.0718801498413086,Dirt (2022 Remaster),God Smack (2022 Remaster)_preview_30s.wav
[139.67483108],1917.8488,1.0609015,2914.5102562856464,5697.138805389404,0.08841361999511718,Dirt (2022 Remaster),Hate To Feel (2022 Remaster)_preview_30s.wav
[139.67483108],1674.8911,1.041674,2531.3696702576926,5064.3402099609375,0.06394443511962891,Dirt (2022 Remaster),Junkhead (2022 Remaster)_preview_30s.wav
[120.18531977],1814.652,1.086128,2848.72063044428,5539.954833984375,0.0846792221069336,Dirt (2022 Remaster),Rain When I Die (2022 Remaster)_preview_30s.wav
[147.65625],1828.2101,1.0476177,2508.9196362866955,4970.881061553955,0.07040786743164062,Dirt (2022 Remaster),Rooster (2022 Remaster)_preview_30s.wav
[143.5546875],1681.5737,1.0193058,2585.8182120079878,5282.599411010742,0.0685049057006836,Dirt (2022 Remaster),Sickman (2022 Remaster)_preview_30s.wav
[166.70866935],1676.2339,1.096596,2819.8655846707525,5607.792835235596,0.07182788848876953,Dirt (2022 Remaster),Them Bones (2022 Remaster)_preview_30s.wav
[92.28515625],1841.896,0.999115,2376.724968491374,4570.6915283203125,0.07461776733398437,Dirt (2022 Remaster),Untitled (2022 Remaster)_preview_30s.wav
[139.67483108],1596.8763,1.0793084,2788.466357709135,5737.967777252197,0.06417427062988282,Dirt (2022 Remaster),Would (2022 Remaster)_preview_30s.wav
[99.38401442],1841.6764,1.1583844,3116.0138594560026,6180.054531097412,0.0842203140258789,Disarm the Descent (Special Edition),A Tribute to the Fallen_preview_30s.wav
[120.18531977],1717.0837,1.1605059,3099.0429512271776,6331.056118011475,0.07538528442382812,Disarm the Descent (Special Edition),All We Have_preview_30s.wav
[114.84375],1781.57,1.0894706,2893.280051484314,5792.507343292236,0.07752799987792969,Disarm the Descent (Special Edition),Always_preview_30s.wav
[139.67483108],1674.3314,1.1691382,3012.132931721547,6259.357280731201,0.07403907775878907,Disarm the Descent (Special Edition),Beyond the Flames_preview_30s.wav
[126.04801829],1751.7662,1.110285,2989.077161997625,6089.976768493652,0.07890052795410156,Disarm the Descent (Special Edition),Blood Stains_preview_30s.wav
[84.72079918],1791.3708,1.1601098,3131.58314232053,6322.762470245361,0.08204002380371093,Disarm the Descent (Special Edition),In Due Time_preview_30s.wav
[93.96306818],1842.3615,1.2221167,3066.0359606901716,6215.567493438721,0.08256206512451172,Disarm the Descent (Special Edition),"My Curse - Live, 2012_preview_30s.wav"
[120.18531977],1793.1669,1.1830385,3189.1836319192416,6497.484226226807,0.08257102966308594,Disarm the Descent (Special Edition),No End in Sight_preview_30s.wav
[132.51201923],1893.0988,1.2226388,3122.30635175093,6187.3808670043945,0.08673648834228516,Disarm the Descent (Special Edition),"Numbered Days - Live, 2012_preview_30s.wav"
[95.703125],1775.6941,1.1875042,3107.6880074130004,6341.511497497559,0.0792459487915039,Disarm the Descent (Special Edition),Slave to the Machine_preview_30s.wav
[147.65625],1669.025,1.2350585,3040.554166197625,6257.380599975586,0.07318878173828125,Disarm the Descent (Special Edition),The Call_preview_30s.wav
[92.28515625],1756.1267,1.1267327,3024.975390999759,6144.760265350342,0.07708854675292968,Disarm the Descent (Special Edition),The Hell in Me_preview_30s.wav
[82.03125],1783.3444,1.1642673,2905.2216182744687,5826.884765625,0.07479667663574219,Disarm the Descent (Special Edition),The New Awakening_preview_30s.wav
[132.51201923],1717.8481,1.1530845,3080.8199173039984,6262.562026977539,0.07804241180419921,Disarm the Descent (Special Edition),Time Will Not Remain_preview_30s.wav
[92.28515625],1845.1957,1.1985645,3135.388055094912,6132.90018081665,0.08929977416992188,Disarm the Descent (Special Edition),Turning Point_preview_30s.wav
[123.046875],1866.4546,1.1341461,3190.6572954351504,6386.86580657959,0.08639087677001953,Disarm the Descent (Special Edition),You Don't Bleed for Me_preview_30s.wav
[86.1328125],1192.1368,1.1442711,2170.775251249515,4635.392074584961,0.041111183166503903,Disco,Disco_preview_30s.wav
[107.66601562],1595.8114,1.1553533,3294.31800422357,6919.3415451049805,0.07772979736328126,Disguise,Another Life_preview_30s.wav
[129.19921875],1593.3772,1.1896749,3574.984825176506,7411.837863922119,0.09500865936279297,Disguise,Brand New Numb_preview_30s.wav
[132.51201923],1675.0222,1.2315481,3744.8482696426217,7878.628921508789,0.09789505004882812,Disguise,Broadcasting From Beyond the Grave Death Inc._preview_30s.wav
[107.66601562],1687.9465,1.1095566,3650.231568888043,7596.426200866699,0.096026611328125,Disguise,c0de_preview_30s.wav
[117.45383523],1433.6528,1.1684728,2645.96536627777,5483.892803192139,0.05622367858886719,Disguise,Catharsis_preview_30s.wav
[105.46875],1540.3408,1.1837524,2910.696101022236,5995.096092224121,0.07395668029785156,Disguise,Disguise_preview_30s.wav
[112.34714674],1782.7881,1.1459713,3467.282467141695,7065.800971984863,0.09822254180908203,Disguise,Headache_preview_30s.wav
[90.66611842],1689.5105,1.1732012,3479.3060262840927,7296.231479644775,0.08856143951416015,Disguise,Holding on to Smoke_preview_30s.wav
[178.20581897],1654.1187,1.1576388,3213.7340561202395,6763.923969268799,0.08319683074951172,Disguise,Legacy_preview_30s.wav
[99.38401442],1572.3972,1.2007897,3568.29593948741,7444.448890686035,0.0842926025390625,Disguise,Thoughts & Prayers_preview_30s.wav
[120.18531977],1602.9401,1.188802,3329.496727865643,6963.829479217529,0.08455905914306641,Disguise,Undead Ahead 2 The Tale of the Midnight Ride_preview_30s.wav
[161.49902344],1609.228,1.1475489,2968.9408064351537,6146.955642700195,0.07705421447753906,Divided,Divided_preview_30s.wav
[107.66601562],1593.4784,1.2215539,2853.589226149246,5866.746425628662,0.0762786865234375,Divided,Don't Go_preview_30s.wav
[95.703125],1576.1289,1.1320231,2621.7210735902163,5352.405681610107,0.07271785736083984,Divided,Jester_preview_30s.wav
[129.19921875],1613.1454,1.2595628,3147.6793600286323,6725.811882019043,0.07668094635009766,Divided,Karma_preview_30s.wav
[126.04801829],1541.7592,1.172712,3019.8650344930275,6362.10262298584,0.07618579864501954,Divided,Losing Control_preview_30s.wav
[90.66611842],1494.1007,1.2660837,3240.498772551963,7230.445861816406,0.078436279296875,Divided,Never Again_preview_30s.wav
[117.45383523],1629.8629,1.1999881,3052.665323118439,6424.145164489746,0.0822946548461914,Divided,Under My Skin_preview_30s.wav
[107.66601562],1153.2078,1.0766561,2185.448261519962,4599.214611053467,0.04816150665283203,Divided,Wrong_preview_30s.wav
[129.19921875],1068.6368,1.0454676,2448.903702211053,5511.011180877686,0.053037071228027345,Dizzy up the Girl,Acoustic #3_preview_30s.wav
[70.79409247],1430.1993,1.0260826,3452.1530220602444,7512.968215942383,0.08829345703125,Dizzy up the Girl,All Eyes on Me_preview_30s.wav
[105.46875],1802.7587,1.0479193,3630.852311531495,7414.487457275391,0.09579906463623047,Dizzy up the Girl,Amigone_preview_30s.wav
[105.46875],1509.6163,1.0531718,3621.64206961515,7912.930641174316,0.09135303497314454,Dizzy up the Girl,Black Balloon_preview_30s.wav
[132.51201923],1646.7474,1.1102974,3733.3708384640363,7923.1000328063965,0.10400981903076172,Dizzy up the Girl,Broadway_preview_30s.wav
[139.67483108],1559.7931,1.0806291,3078.6603597978137,6550.795726776123,0.07582817077636719,Dizzy up the Girl,Bullet Proof_preview_30s.wav
